estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-06-15 12:00:00,2,36.0,0.0,22.0,3.3,305.0
Anzaldo,2026-06-15 12:00:00,5,36.0,0.0,22.0,2.4,346.0
Anzaldo,2026-06-15 12:00:00,8,26.0,0.0,15.0,1.4,26.0
Anzaldo,2026-06-15 12:00:00,11,26.0,0.0,9.0,1.3,1.0
Anzaldo,2026-06-15 12:00:00,14,26.0,0.0,2.0,1.3,333.0
Anzaldo,2026-06-15 12:00:00,17,26.0,0.0,2.0,1.6,353.0
Anzaldo,2026-06-15 12:00:00,20,26.0,0.0,8.0,1.7,356.0
Anzaldo,2026-06-15 12:00:00,23,26.0,0.0,15.0,2.2,300.0
Anzaldo,2026-06-15 12:00:00,26,26.0,0.0,23.0,2.6,243.0
Anzaldo,2026-06-15 12:00:00,29,26.0,0.0,23.0,2.4,167.0
Anzaldo,2026-06-15 12:00:00,32,26.0,0.0,16.0,2.2,74.0
Anzaldo,2026-06-15 12:00:00,35,26.0,0.0,10.0,1.7,41.0
Anzaldo,2026-06-15 12:00:00,38,36.0,0.0,2.0,1.1,8.0
Anzaldo,2026-06-15 12:00:00,41,35.0,0.0,2.0,1.3,16.0
Anzaldo,2026-06-15 12:00:00,44,36.0,0.0,8.0,1.6,18.0
Anzaldo,2026-06-15 12:00:00,47,36.0,0.0,14.0,2.2,350.0
Anzaldo,2026-06-15 12:00:00,50,35.0,0.0,23.0,2.8,312.0
Anzaldo,2026-06-15 12:00:00,53,36.0,0.0,23.0,2.6,350.0
Anzaldo,2026-06-15 12:00:00,56,36.0,0.0,16.0,2.4,18.0
Anzaldo,2026-06-15 12:00:00,59,36.0,0.0,9.0,2.5,11.0
Anzaldo,2026-06-15 12:00:00,62,36.0,0.0,1.0,2.7,353.0
Anzaldo,2026-06-15 12:00:00,65,36.0,0.0,1.0,3.6,356.0
Anzaldo,2026-06-15 12:00:00,68,37.0,0.0,7.0,3.6,352.0
Anzaldo,2026-06-15 12:00:00,71,37.0,0.0,14.0,4.9,352.0
Anzaldo,2026-06-15 12:00:00,74,37.0,0.0,22.0,6.1,348.0
Anzaldo,2026-06-15 12:00:00,77,36.0,0.0,22.0,4.8,1.0
Anzaldo,2026-06-15 12:00:00,80,36.0,0.0,15.0,3.4,6.0
Anzaldo,2026-06-15 12:00:00,83,35.0,0.0,8.0,3.5,6.0
Anzaldo,2026-06-15 12:00:00,86,26.0,0.0,1.0,3.7,1.0
Anzaldo,2026-06-15 12:00:00,89,26.0,0.0,1.0,3.1,346.0
Anzaldo,2026-06-15 12:00:00,92,26.0,0.0,7.0,3.0,346.0
Anzaldo,2026-06-15 12:00:00,95,26.0,0.0,13.0,3.6,335.0
Anzaldo,2026-06-15 12:00:00,98,26.0,0.0,22.0,4.3,315.0
Anzaldo,2026-06-15 12:00:00,101,26.0,0.0,22.0,3.9,350.0
Anzaldo,2026-06-15 12:00:00,104,36.0,0.0,11.0,3.4,18.0
Anzaldo,2026-06-15 12:00:00,107,36.0,0.0,1.0,3.0,13.0
Anzaldo,2026-06-15 12:00:00,110,36.0,0.0,1.0,2.6,4.0
Anzaldo,2026-06-16 11:00:00,87,26.0,,,,
Anzaldo,2026-06-16 11:00:00,90,26.0,0.0,6.0,2.7,346.0
Anzaldo,2026-06-16 11:00:00,93,26.0,0.0,7.0,3.4,346.0
Anzaldo,2026-06-16 11:00:00,96,26.0,0.0,12.0,3.2,323.0
Anzaldo,2026-06-16 11:00:00,99,26.0,0.0,17.0,3.1,293.0
Anzaldo,2026-06-16 11:00:00,102,27.0,0.0,14.0,2.3,343.0
Anzaldo,2026-06-16 11:00:00,105,26.0,0.0,10.0,1.6,29.0
Anzaldo,2026-06-16 11:00:00,108,27.0,0.0,9.0,2.5,13.0
Anzaldo,2026-06-16 11:00:00,111,27.0,0.0,8.0,3.4,356.0
Anzaldo,2026-06-16 15:00:00,23,,,24.0,,
Anzaldo,2026-06-16 15:00:00,26,,,24.0,,
Anzaldo,2026-06-16 15:00:00,35,,,2.0,,
Anzaldo,2026-06-16 15:00:00,38,,,2.0,,
Anzaldo,2026-06-16 15:00:00,47,,,24.0,,
Anzaldo,2026-06-16 15:00:00,50,,,24.0,,
Anzaldo,2026-06-16 15:00:00,80,,,6.0,,
Anzaldo,2026-06-16 15:00:00,86,,,1.0,,
Anzaldo,2026-06-16 15:00:00,95,,,24.0,,
Anzaldo,2026-06-16 15:00:00,98,,,24.0,,
Anzaldo,2026-06-16 15:00:00,104,,,2.0,,
Anzaldo,2026-06-16 15:00:00,107,,,2.0,,
Anzaldo,2026-06-17 13:00:00,13,56.0,,,,
Anzaldo,2026-06-17 13:00:00,16,56.0,,,,
Anzaldo,2026-06-17 13:00:00,19,55.0,,,,
Anzaldo,2026-06-17 13:00:00,22,55.0,,,,
Anzaldo,2026-06-17 13:00:00,25,56.0,,23.0,,
Anzaldo,2026-06-17 13:00:00,28,56.0,,23.0,,
Anzaldo,2026-06-17 13:00:00,82,,,3.0,,
Anzaldo,2026-06-17 13:00:00,85,26.0,,,,
Anzaldo,2026-06-17 13:00:00,88,26.0,0.0,2.0,3.3,356.0
Anzaldo,2026-06-17 13:00:00,91,27.0,0.0,10.0,3.5,356.0
Anzaldo,2026-06-17 13:00:00,94,26.0,0.0,15.0,3.4,323.0
