estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-05-04 08:00:00,3,26.0,0.0,17.0,2.2,289.0
Anzaldo,2026-05-04 08:00:00,6,36.0,0.0,25.0,2.5,218.0
Anzaldo,2026-05-04 08:00:00,9,36.0,0.0,25.0,2.5,151.0
Anzaldo,2026-05-04 08:00:00,12,36.0,0.0,14.0,2.4,79.0
Anzaldo,2026-05-04 08:00:00,15,36.0,0.0,9.0,2.0,42.0
Anzaldo,2026-05-04 08:00:00,18,36.0,0.0,5.0,1.6,354.0
Anzaldo,2026-05-04 08:00:00,21,26.0,0.0,5.0,2.5,353.0
Anzaldo,2026-05-04 08:00:00,24,26.0,0.0,11.0,2.8,348.0
Anzaldo,2026-05-04 08:00:00,27,26.0,0.0,16.0,2.5,322.0
Anzaldo,2026-05-04 08:00:00,30,36.0,0.0,25.0,2.1,295.0
Anzaldo,2026-05-04 08:00:00,33,36.0,0.0,25.0,2.0,352.0
Anzaldo,2026-05-04 08:00:00,36,27.0,0.0,13.0,1.7,41.0
Anzaldo,2026-05-04 08:00:00,39,26.0,0.0,10.0,1.6,31.0
Anzaldo,2026-05-04 08:00:00,42,36.0,0.0,5.0,1.5,12.0
Anzaldo,2026-05-04 08:00:00,45,36.0,0.0,5.0,2.3,358.0
Anzaldo,2026-05-04 08:00:00,48,36.0,0.0,11.0,2.7,348.0
Anzaldo,2026-05-04 08:00:00,51,35.0,0.0,16.0,2.8,338.0
Anzaldo,2026-05-04 08:00:00,54,36.0,0.0,25.0,3.0,319.0
Anzaldo,2026-05-04 08:00:00,57,36.0,0.0,25.0,2.7,352.0
Anzaldo,2026-05-04 08:00:00,60,36.0,0.0,18.0,2.4,22.0
Anzaldo,2026-05-04 08:00:00,63,37.0,0.0,11.0,2.8,15.0
Anzaldo,2026-05-04 08:00:00,66,26.0,0.0,5.0,3.2,2.0
Anzaldo,2026-05-04 08:00:00,69,26.0,0.0,4.0,3.6,1.0
Anzaldo,2026-05-04 08:00:00,72,26.0,0.0,12.0,3.7,351.0
Anzaldo,2026-05-04 08:00:00,75,26.0,0.0,17.0,4.3,326.0
Anzaldo,2026-05-04 08:00:00,78,36.0,0.0,25.0,4.9,298.0
Anzaldo,2026-05-04 08:00:00,81,36.0,0.0,25.0,3.8,334.0
Anzaldo,2026-05-04 08:00:00,84,36.0,0.0,18.0,2.7,4.0
Anzaldo,2026-05-04 08:00:00,87,36.0,0.0,15.0,2.9,354.0
Anzaldo,2026-05-04 08:00:00,90,36.0,0.0,12.0,3.0,344.0
Anzaldo,2026-05-04 10:00:00,16,26.0,,,,
Anzaldo,2026-05-04 10:00:00,31,37.0,,,,
Anzaldo,2026-05-04 10:00:00,34,35.0,,,,
Anzaldo,2026-05-04 10:00:00,37,36.0,,,,
Anzaldo,2026-05-04 10:00:00,88,26.0,,,,
Anzaldo,2026-05-04 10:00:00,91,26.0,0.0,10.0,2.2,40.0
Anzaldo,2026-05-04 10:00:00,94,26.0,0.0,10.0,1.9,346.0
Anzaldo,2026-05-04 10:00:00,97,26.0,0.0,13.0,2.6,344.0
Anzaldo,2026-05-04 10:00:00,100,36.0,0.0,17.0,3.3,335.0
Anzaldo,2026-05-04 10:00:00,103,36.0,0.0,13.0,2.6,355.0
Anzaldo,2026-05-04 10:00:00,106,36.0,0.0,10.0,2.0,9.0
Anzaldo,2026-05-04 10:00:00,109,36.0,0.0,9.0,1.8,2.0
Anzaldo,2026-05-04 10:00:00,112,36.0,0.0,8.0,1.6,354.0
Anzaldo,2026-05-04 13:00:00,13,,,7.0,,
Anzaldo,2026-05-04 13:00:00,16,,,7.0,,
Anzaldo,2026-05-04 13:00:00,31,,,14.0,,
Anzaldo,2026-05-04 13:00:00,34,,,11.0,,
Anzaldo,2026-05-04 13:00:00,37,,,7.0,,
Anzaldo,2026-05-04 13:00:00,40,,,7.0,,
Anzaldo,2026-05-04 13:00:00,46,,,17.0,,
Anzaldo,2026-05-04 13:00:00,49,,,26.0,,
Anzaldo,2026-05-04 13:00:00,52,,,26.0,,
Anzaldo,2026-05-04 13:00:00,58,,,12.0,,
Anzaldo,2026-05-04 13:00:00,61,,,6.0,,
Anzaldo,2026-05-04 13:00:00,64,,,6.0,,
Anzaldo,2026-05-04 13:00:00,73,,,26.0,,
Anzaldo,2026-05-04 13:00:00,76,,,26.0,,
Anzaldo,2026-05-04 13:00:00,79,,,19.0,,
Anzaldo,2026-05-04 13:00:00,82,,,13.0,,
Anzaldo,2026-05-04 13:00:00,85,,,7.0,,
Anzaldo,2026-05-04 13:00:00,88,,,7.0,,
Anzaldo,2026-05-04 13:00:00,94,,,15.0,,
Anzaldo,2026-05-04 13:00:00,97,,,22.0,,
Anzaldo,2026-05-04 13:00:00,100,,,21.0,,
Anzaldo,2026-05-04 13:00:00,103,,,13.0,,
Anzaldo,2026-05-04 13:00:00,106,,,7.0,,
Anzaldo,2026-05-04 13:00:00,109,,,6.0,,
Anzaldo,2026-05-05 13:00:00,13,27.0,,4.0,,
Anzaldo,2026-05-05 13:00:00,16,26.0,,4.0,,
Anzaldo,2026-05-05 13:00:00,19,26.0,,,,
Anzaldo,2026-05-05 13:00:00,22,26.0,,,,
Anzaldo,2026-05-05 13:00:00,34,35.0,,,,
Anzaldo,2026-05-05 13:00:00,37,36.0,,,,
Anzaldo,2026-05-05 13:00:00,40,,,5.0,,
Anzaldo,2026-05-05 13:00:00,61,,,4.0,,
Anzaldo,2026-05-05 13:00:00,64,,,4.0,,
Anzaldo,2026-05-05 13:00:00,73,,,25.0,,
Anzaldo,2026-05-05 13:00:00,76,,,25.0,,
Anzaldo,2026-05-05 13:00:00,85,27.0,,3.0,,
Anzaldo,2026-05-05 13:00:00,88,26.0,0.0,3.0,3.2,358.0
Anzaldo,2026-05-05 13:00:00,91,27.0,0.0,11.0,2.6,358.0
Anzaldo,2026-05-05 13:00:00,94,26.0,0.0,14.0,3.0,348.0
Anzaldo,2026-05-05 13:00:00,97,37.0,0.0,24.0,3.5,337.0
Anzaldo,2026-05-05 13:00:00,100,36.0,0.0,24.0,2.9,15.0
Anzaldo,2026-05-05 13:00:00,103,57.0,0.0,10.0,2.2,48.0
Anzaldo,2026-05-05 13:00:00,106,56.0,0.0,9.0,1.7,113.0
Anzaldo,2026-05-05 13:00:00,109,56.0,0.0,7.0,1.2,169.0
Anzaldo,2026-05-06 13:00:00,16,36.0,,,,
Anzaldo,2026-05-06 13:00:00,19,36.0,,,,
Anzaldo,2026-05-06 13:00:00,22,37.0,,,,
Anzaldo,2026-05-06 13:00:00,25,35.0,,28.0,,
Anzaldo,2026-05-06 13:00:00,28,,,28.0,,
Anzaldo,2026-05-06 13:00:00,55,,,17.0,,
Anzaldo,2026-05-06 13:00:00,67,,,10.0,,
Anzaldo,2026-05-06 13:00:00,70,,,15.0,,
Anzaldo,2026-05-06 13:00:00,79,,,17.0,,
Anzaldo,2026-05-06 13:00:00,82,,,11.0,,
Anzaldo,2026-05-06 13:00:00,85,55.0,,4.0,,
Anzaldo,2026-05-06 13:00:00,88,56.0,0.0,4.0,1.2,270.0
Anzaldo,2026-05-06 13:00:00,91,56.0,0.0,7.0,1.2,311.0
Anzaldo,2026-05-06 13:00:00,94,56.0,0.0,12.0,2.2,250.0
Anzaldo,2026-05-06 13:00:00,97,56.0,0.0,21.0,3.2,179.0
Anzaldo,2026-05-06 13:00:00,100,56.0,0.0,21.0,2.9,143.0
Anzaldo,2026-05-06 13:00:00,103,36.0,0.0,9.0,2.5,99.0
Anzaldo,2026-05-06 13:00:00,106,36.0,0.0,4.0,2.0,34.0
Anzaldo,2026-05-06 13:00:00,109,36.0,0.0,4.0,1.5,326.0
Anzaldo,2026-05-07 11:00:00,18,36.0,,,,
Anzaldo,2026-05-07 11:00:00,21,36.0,,,,
Anzaldo,2026-05-07 11:00:00,24,36.0,,,,
Anzaldo,2026-05-07 11:00:00,33,26.0,,,,
Anzaldo,2026-05-07 11:00:00,36,26.0,,,,
Anzaldo,2026-05-07 11:00:00,39,26.0,,,,
Anzaldo,2026-05-07 11:00:00,90,36.0,0.0,8.0,1.1,2.0
Anzaldo,2026-05-07 11:00:00,93,36.0,0.0,8.0,0.5,32.0
Anzaldo,2026-05-07 11:00:00,96,36.0,0.0,12.0,1.9,110.0
Anzaldo,2026-05-07 11:00:00,99,37.0,0.0,15.0,3.3,181.0
Anzaldo,2026-05-07 11:00:00,102,36.0,0.0,12.0,2.5,144.0
Anzaldo,2026-05-07 11:00:00,105,36.0,0.0,10.0,1.8,99.0
Anzaldo,2026-05-07 11:00:00,108,37.0,0.0,9.0,1.5,49.0
Anzaldo,2026-05-07 11:00:00,111,36.0,0.0,8.0,1.1,351.0
Anzaldo,2026-05-07 14:00:00,12,,,6.0,,
Anzaldo,2026-05-07 14:00:00,15,,,6.0,,
Anzaldo,2026-05-07 14:00:00,21,,,16.0,,
Anzaldo,2026-05-07 14:00:00,24,,,24.0,,
Anzaldo,2026-05-07 14:00:00,27,,,24.0,,
Anzaldo,2026-05-07 14:00:00,36,,,4.0,,
Anzaldo,2026-05-07 14:00:00,39,,,4.0,,
Anzaldo,2026-05-07 14:00:00,48,,,23.0,,
Anzaldo,2026-05-07 14:00:00,51,,,22.0,,
Anzaldo,2026-05-07 14:00:00,60,,,5.0,,
Anzaldo,2026-05-07 14:00:00,63,,,5.0,,
Anzaldo,2026-05-07 14:00:00,66,,,8.0,,
Anzaldo,2026-05-07 14:00:00,69,,,13.0,,
Anzaldo,2026-05-07 14:00:00,78,,,13.0,,
Anzaldo,2026-05-07 14:00:00,81,,,9.0,,
Anzaldo,2026-05-07 14:00:00,87,,,3.0,,
Anzaldo,2026-05-07 14:00:00,90,,,10.0,,
Anzaldo,2026-05-07 14:00:00,93,,,14.0,,
Anzaldo,2026-05-07 14:00:00,96,,,21.0,,
Anzaldo,2026-05-07 14:00:00,99,,,21.0,,
Anzaldo,2026-05-07 14:00:00,102,,,15.0,,
Anzaldo,2026-05-07 14:00:00,108,,,5.0,,
Anzaldo,2026-05-08 11:00:00,18,,,6.0,,
Anzaldo,2026-05-08 11:00:00,27,,,26.0,,
Anzaldo,2026-05-08 11:00:00,30,,,26.0,,
Anzaldo,2026-05-08 11:00:00,39,,,6.0,,
Anzaldo,2026-05-08 11:00:00,42,,,6.0,,
Anzaldo,2026-05-08 11:00:00,45,,,9.0,,
Anzaldo,2026-05-08 11:00:00,51,,,25.0,,
Anzaldo,2026-05-08 11:00:00,54,,,25.0,,
Anzaldo,2026-05-08 11:00:00,63,,,6.0,,
Anzaldo,2026-05-08 11:00:00,66,,,5.0,,
Anzaldo,2026-05-08 11:00:00,75,,,26.0,,
Anzaldo,2026-05-08 11:00:00,78,,,26.0,,
Anzaldo,2026-05-08 11:00:00,87,55.0,,7.0,,
