estacion,fecha,fecha_diff,humedad_relativa,precipitacion,temperatura,vi,vientos
Anzaldo,2026-08-03 09:00:00,2,26.0,0.0,14.0,3.3,313.0
Anzaldo,2026-08-03 09:00:00,5,27.0,0.0,26.0,3.7,276.0
Anzaldo,2026-08-03 09:00:00,8,26.0,0.0,26.0,3.2,336.0
Anzaldo,2026-08-03 09:00:00,11,26.0,0.0,17.0,2.7,32.0
Anzaldo,2026-08-03 09:00:00,14,25.0,0.0,11.0,1.7,62.0
Anzaldo,2026-08-03 09:00:00,17,25.0,0.0,4.0,0.7,89.0
Anzaldo,2026-08-03 09:00:00,20,36.0,0.0,4.0,1.2,111.0
Anzaldo,2026-08-03 09:00:00,23,36.0,0.0,12.0,1.2,91.0
Anzaldo,2026-08-03 09:00:00,26,36.0,0.0,18.0,2.0,163.0
Anzaldo,2026-08-03 09:00:00,29,37.0,0.0,26.0,2.8,230.0
Anzaldo,2026-08-03 09:00:00,32,36.0,0.0,26.0,2.6,163.0
Anzaldo,2026-08-03 09:00:00,35,37.0,0.0,19.0,2.4,93.0
Anzaldo,2026-08-03 09:00:00,38,36.0,0.0,13.0,2.3,46.0
Anzaldo,2026-08-03 09:00:00,41,26.0,0.0,4.0,2.2,353.0
Anzaldo,2026-08-03 09:00:00,44,27.0,0.0,4.0,1.9,354.0
Anzaldo,2026-08-03 09:00:00,47,26.0,0.0,8.0,2.2,346.0
Anzaldo,2026-08-03 09:00:00,50,26.0,0.0,17.0,2.7,316.0
Anzaldo,2026-08-03 09:00:00,53,25.0,0.0,27.0,3.3,285.0
Anzaldo,2026-08-03 09:00:00,56,26.0,0.0,27.0,2.7,342.0
Anzaldo,2026-08-03 09:00:00,59,26.0,0.0,19.0,2.1,32.0
Anzaldo,2026-08-03 09:00:00,62,26.0,0.0,13.0,2.4,15.0
Anzaldo,2026-08-03 09:00:00,65,26.0,0.0,4.0,2.7,356.0
Anzaldo,2026-08-03 09:00:00,68,26.0,0.0,4.0,2.7,356.0
Anzaldo,2026-08-03 09:00:00,71,26.0,0.0,13.0,3.2,346.0
Anzaldo,2026-08-03 09:00:00,74,27.0,0.0,20.0,4.0,326.0
Anzaldo,2026-08-03 09:00:00,77,26.0,0.0,27.0,4.8,305.0
Anzaldo,2026-08-03 09:00:00,80,26.0,0.0,27.0,4.2,345.0
Anzaldo,2026-08-03 09:00:00,83,26.0,0.0,12.0,3.5,15.0
Anzaldo,2026-08-03 09:00:00,86,25.0,0.0,4.0,3.6,5.0
Anzaldo,2026-08-03 09:00:00,89,27.0,0.0,4.0,3.7,346.0
Anzaldo,2026-08-03 12:00:00,14,26.0,,,,
Anzaldo,2026-08-03 12:00:00,17,26.0,,,,
Anzaldo,2026-08-03 12:00:00,20,26.0,,,,
Anzaldo,2026-08-03 12:00:00,23,27.0,,,,
Anzaldo,2026-08-03 12:00:00,26,27.0,,,,
Anzaldo,2026-08-03 12:00:00,29,26.0,,,,
Anzaldo,2026-08-03 12:00:00,32,27.0,,,,
Anzaldo,2026-08-03 12:00:00,35,27.0,,,,
Anzaldo,2026-08-03 12:00:00,38,27.0,,,,
Anzaldo,2026-08-03 12:00:00,83,,,5.0,,
Anzaldo,2026-08-03 12:00:00,86,26.0,,,,
Anzaldo,2026-08-03 12:00:00,89,26.0,0.0,10.0,2.2,32.0
Anzaldo,2026-08-03 12:00:00,92,27.0,0.0,10.0,1.3,63.0
Anzaldo,2026-08-03 12:00:00,95,27.0,0.0,15.0,3.2,20.0
Anzaldo,2026-08-03 12:00:00,98,26.0,0.0,19.0,5.1,329.0
Anzaldo,2026-08-03 12:00:00,101,26.0,0.0,15.0,4.3,358.0
Anzaldo,2026-08-03 12:00:00,104,37.0,0.0,10.0,3.5,20.0
Anzaldo,2026-08-03 12:00:00,107,37.0,0.0,9.0,3.8,11.0
Anzaldo,2026-08-03 12:00:00,110,37.0,0.0,8.0,4.1,356.0
Anzaldo,2026-08-03 16:00:00,10,,,2.0,,
Anzaldo,2026-08-03 16:00:00,13,,,2.0,,
Anzaldo,2026-08-03 16:00:00,22,,,22.0,,
Anzaldo,2026-08-03 16:00:00,25,,,22.0,,
Anzaldo,2026-08-03 16:00:00,34,,,2.0,,
Anzaldo,2026-08-03 16:00:00,37,,,3.0,,
Anzaldo,2026-08-03 16:00:00,46,,,22.0,,
Anzaldo,2026-08-03 16:00:00,49,,,22.0,,
Anzaldo,2026-08-03 16:00:00,58,,,3.0,,
Anzaldo,2026-08-03 16:00:00,61,,,3.0,,
Anzaldo,2026-08-03 16:00:00,70,,,23.0,,
Anzaldo,2026-08-03 16:00:00,73,,,23.0,,
Anzaldo,2026-08-03 16:00:00,82,,,3.0,,
Anzaldo,2026-08-03 16:00:00,85,,,3.0,,
Anzaldo,2026-08-03 16:00:00,88,,,11.0,,
Anzaldo,2026-08-03 16:00:00,94,,,22.0,,
Anzaldo,2026-08-03 16:00:00,97,,,22.0,,
Anzaldo,2026-08-03 16:00:00,100,,,15.0,,
Anzaldo,2026-08-03 16:00:00,103,,,11.0,,
Anzaldo,2026-08-04 12:00:00,14,,,3.0,,
Anzaldo,2026-08-04 12:00:00,17,26.0,,,,
Anzaldo,2026-08-04 12:00:00,26,36.0,,24.0,,
Anzaldo,2026-08-04 12:00:00,29,36.0,,24.0,,
Anzaldo,2026-08-04 12:00:00,38,36.0,,,,
Anzaldo,2026-08-04 12:00:00,50,,,24.0,,
Anzaldo,2026-08-04 12:00:00,53,,,24.0,,
Anzaldo,2026-08-04 12:00:00,65,,,4.0,,
Anzaldo,2026-08-04 12:00:00,74,,,25.0,,
Anzaldo,2026-08-04 12:00:00,77,,,25.0,,
Anzaldo,2026-08-04 12:00:00,86,26.0,,4.0,,
Anzaldo,2026-08-04 12:00:00,89,26.0,0.0,5.0,4.0,346.0
Anzaldo,2026-08-04 12:00:00,92,26.0,0.0,11.0,3.8,336.0
Anzaldo,2026-08-04 12:00:00,95,26.0,0.0,16.0,4.0,318.0
Anzaldo,2026-08-04 12:00:00,98,36.0,0.0,26.0,4.1,296.0
Anzaldo,2026-08-04 12:00:00,101,36.0,0.0,26.0,3.7,343.0
Anzaldo,2026-08-04 12:00:00,104,36.0,0.0,11.0,3.3,23.0
Anzaldo,2026-08-04 12:00:00,107,36.0,0.0,5.0,2.7,16.0
Anzaldo,2026-08-04 12:00:00,110,36.0,0.0,5.0,2.1,6.0
Anzaldo,2026-08-05 10:00:00,19,25.0,,,,
Anzaldo,2026-08-05 10:00:00,22,27.0,,,,
Anzaldo,2026-08-05 10:00:00,25,26.0,,,,
Anzaldo,2026-08-05 10:00:00,34,27.0,,,,
Anzaldo,2026-08-05 10:00:00,37,26.0,,,,
Anzaldo,2026-08-05 10:00:00,88,37.0,,,,
Anzaldo,2026-08-05 10:00:00,91,36.0,0.0,9.0,1.6,8.0
Anzaldo,2026-08-05 10:00:00,94,36.0,0.0,10.0,2.4,2.0
Anzaldo,2026-08-05 10:00:00,97,36.0,0.0,14.0,4.4,358.0
Anzaldo,2026-08-05 10:00:00,100,37.0,0.0,18.0,6.3,348.0
Anzaldo,2026-08-05 10:00:00,103,36.0,0.0,14.0,5.0,1.0
Anzaldo,2026-08-05 10:00:00,106,36.0,0.0,10.0,3.6,11.0
Anzaldo,2026-08-05 10:00:00,109,36.0,0.0,8.0,3.3,12.0
Anzaldo,2026-08-05 10:00:00,112,37.0,0.0,6.0,3.0,12.0
Anzaldo,2026-08-05 13:00:00,13,,,2.0,,
Anzaldo,2026-08-05 13:00:00,16,,,2.0,,
Anzaldo,2026-08-05 13:00:00,19,,,11.0,,
Anzaldo,2026-08-05 13:00:00,22,,,18.0,,
Anzaldo,2026-08-05 13:00:00,37,,,1.0,,
Anzaldo,2026-08-05 13:00:00,40,,,1.0,,
Anzaldo,2026-08-05 13:00:00,43,,,8.0,,
Anzaldo,2026-08-05 13:00:00,58,,,8.0,,
Anzaldo,2026-08-05 13:00:00,61,,,1.0,,
Anzaldo,2026-08-05 13:00:00,64,,,1.0,,
Anzaldo,2026-08-05 13:00:00,67,,,10.0,,
Anzaldo,2026-08-05 13:00:00,79,,,15.0,,
Anzaldo,2026-08-05 13:00:00,82,,,7.0,,
Anzaldo,2026-08-05 13:00:00,85,,,2.0,,
Anzaldo,2026-08-05 13:00:00,88,,,2.0,,
Anzaldo,2026-08-05 13:00:00,94,,,15.0,,
Anzaldo,2026-08-05 13:00:00,97,,,25.0,,
Anzaldo,2026-08-05 13:00:00,100,,,25.0,,
Anzaldo,2026-08-05 13:00:00,106,,,2.0,,
Anzaldo,2026-08-05 13:00:00,109,,,2.0,,
Anzaldo,2026-08-06 20:00:00,6,,,2.0,,
Anzaldo,2026-08-06 20:00:00,9,,,2.0,,
Anzaldo,2026-08-06 20:00:00,18,,,23.0,,
Anzaldo,2026-08-06 20:00:00,21,,,23.0,,
Anzaldo,2026-08-06 20:00:00,24,26.0,,,,
Anzaldo,2026-08-06 20:00:00,27,26.0,,,,
Anzaldo,2026-08-06 20:00:00,30,,,2.0,,
Anzaldo,2026-08-06 20:00:00,33,,,2.0,,
Anzaldo,2026-08-06 20:00:00,42,,,25.0,,
Anzaldo,2026-08-06 20:00:00,45,,,25.0,,
Anzaldo,2026-08-06 20:00:00,66,,,23.0,,
Anzaldo,2026-08-06 20:00:00,69,,,23.0,,
Anzaldo,2026-08-06 20:00:00,72,,,15.0,,
Anzaldo,2026-08-06 20:00:00,78,36.0,,1.0,,
Anzaldo,2026-08-06 20:00:00,81,36.0,0.0,1.0,2.8,11.0
Anzaldo,2026-08-06 20:00:00,84,36.0,0.0,8.0,2.8,358.0
Anzaldo,2026-08-06 20:00:00,87,36.0,0.0,12.0,4.8,358.0
Anzaldo,2026-08-06 20:00:00,90,56.0,0.0,21.0,6.7,357.0
Anzaldo,2026-08-06 20:00:00,93,55.0,0.0,21.0,4.5,10.0
Anzaldo,2026-08-06 20:00:00,96,36.0,0.0,9.0,2.3,13.0
Anzaldo,2026-08-06 20:00:00,99,36.0,0.0,2.0,2.0,18.0
Anzaldo,2026-08-06 20:00:00,102,57.0,0.0,2.0,1.6,18.0
Anzaldo,2026-08-07 11:00:00,15,25.0,,,,
Anzaldo,2026-08-07 11:00:00,21,25.0,,,,
Anzaldo,2026-08-07 11:00:00,24,27.0,,,,
Anzaldo,2026-08-07 11:00:00,27,26.0,,,,
Anzaldo,2026-08-07 11:00:00,30,27.0,,,,
Anzaldo,2026-08-07 11:00:00,36,37.0,,,,
Anzaldo,2026-08-07 11:00:00,39,35.0,,,,
Anzaldo,2026-08-07 11:00:00,87,56.0,,,,
Anzaldo,2026-08-07 11:00:00,90,56.0,0.0,8.0,1.7,5.0
Anzaldo,2026-08-07 11:00:00,93,55.0,0.0,8.0,1.6,5.0
Anzaldo,2026-08-07 11:00:00,96,56.0,0.0,12.0,3.5,15.0
Anzaldo,2026-08-07 11:00:00,99,55.0,0.0,15.0,5.5,20.0
Anzaldo,2026-08-07 11:00:00,102,56.0,0.0,12.0,4.5,5.0
Anzaldo,2026-08-07 11:00:00,105,55.0,0.0,10.0,3.4,350.0
Anzaldo,2026-08-07 11:00:00,108,56.0,0.0,8.0,3.2,360.0
Anzaldo,2026-08-07 11:00:00,111,56.0,0.0,7.0,2.8,5.0
Anzaldo,2026-08-07 13:00:00,16,,,4.0,,
Anzaldo,2026-08-07 13:00:00,25,,,27.0,,
Anzaldo,2026-08-07 13:00:00,28,,,27.0,,
Anzaldo,2026-08-07 13:00:00,40,,,5.0,,
Anzaldo,2026-08-07 13:00:00,49,,,24.0,,
Anzaldo,2026-08-07 13:00:00,52,,,24.0,,
Anzaldo,2026-08-07 13:00:00,61,,,4.0,,
Anzaldo,2026-08-07 13:00:00,64,,,4.0,,
Anzaldo,2026-08-07 13:00:00,73,,,22.0,,
Anzaldo,2026-08-07 13:00:00,76,,,22.0,,
Anzaldo,2026-08-07 13:00:00,79,,,17.0,,
