fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1980-01-01,Magdalena Aeropuerto,32.4,21.1,,,
1980-01-01,Trinidad Aeropuerto,31.0,18.4,,,
1980-01-01,Rurrenabaque Aeropuerto,29.0,16.5,,,
1980-01-01,San Borja Aeropuerto,29.0,20.0,,,
1980-01-01,Calderillas,,,,,1.3
1980-01-01,Padilla,20.0,7.5,86.0,60.0,
1980-01-01,Punilla,,,,,6.3
1980-01-01,Redencion Pampa,20.0,8.0,80.0,60.0,
1980-01-01,San Lucas,,,,,10.0
1980-01-01,San Roque CHQ,28.6,10.2,86.0,54.0,
1980-01-01,Talula_Tako Tako,18.7,12.0,,,
1980-01-01,Tarabuco,11.0,6.5,100.0,92.0,
1980-01-01,Tarvita,20.0,12.8,,,
1980-01-01,Villa Serrano,20.0,9.0,,,
1980-01-01,Yotala,21.7,0.6,,,
1980-01-01,Zudañez,21.5,9.5,76.0,54.0,
1980-01-01,Caracollo Cadea,20.8,7.1,82.0,53.0,
1980-01-01,Apolo SENAMHI,,14.9,,,
1980-01-01,Copacabana,14.0,4.5,,,1.8
1980-01-01,Calacoto,19.0,3.0,100.0,44.0,8.6
1980-01-01,Coripata,22.0,14.0,100.0,76.0,
1980-01-01,Collana,16.5,5.5,,,
1980-01-01,Camata,,,,,22.0
1980-01-01,Chulumani,21.0,14.0,,,
1980-01-01,Chorocona,20.0,11.5,,,
1980-01-01,Huarina Cota Cota,17.7,3.4,91.0,52.0,
1980-01-01,Irupana,22.9,10.5,,,
1980-01-01,Isla Del Sol,12.0,5.5,,,
1980-01-01,Luribay,23.0,10.3,82.0,52.0,2.1
1980-01-01,Santiago de Machaca,18.0,2.0,73.0,54.0,
1980-01-01,Sapecho,31.0,19.2,96.0,79.0,
1980-01-01,Ancohoma,,,,,2.0
1980-01-01,Berenguela,,,,,1.0
1980-01-01,Mina Bolsa Negra,,,,,0.5
1980-01-01,Corpaputo,,,,,0.1
1980-01-01,Calamarca,,,,,10.2
1980-01-01,Conchamarca,,,,,10.3
1980-01-01,Mocomoco,,,,,6.5
1980-01-01,Khora,,,,,14.4
1980-01-01,Charazani,,,,,16.5
1980-01-01,Chuñavi Alto,,,,,5.2
1980-01-01,Choquetanga Chico,,,,,2.1
1980-01-01,Italaque,,,,,5.0
1980-01-01,Lambate,,,,,1.5
1980-01-01,Miguillas,,,,,20.0
1980-01-01,Quiabaya,,,,,1.5
1980-01-01,Sica Sica,17.5,5.0,,,
1980-01-01,Taraco,,,,,1.0
1980-01-01,Yanamuyo Alto,,,,,0.2
1980-01-01,Comarapa,23.3,12.2,,,
1980-01-01,Concepcion Aeropuerto SCZ,,17.0,,,
1980-01-01,Sella Quebrada,,,,,7.0
1980-01-01,Tarija Aeropuerto,23.0,6.0,,,
1980-01-01,Yacuiba Aeropuerto,24.0,15.0,,,
1980-01-01,Aiquile,24.0,11.0,85.0,59.0,
1980-01-01,Anzaldo,19.4,6.7,,,
1980-01-01,Arani,23.4,11.2,,,
1980-01-01,Capinota,30.0,9.2,,,
1980-01-01,Charahuayto,,,,,4.7
1980-01-01,Chipiriri,27.2,22.0,93.0,74.0,
1980-01-01,Independencia,18.3,10.0,88.0,74.0,
1980-01-01,La Jota (Chimore),32.2,21.7,,,
1980-01-01,La Violeta,24.8,13.0,89.0,71.0,
1980-01-01,Misicuni,13.0,-1.0,,,1.3
1980-01-01,Monte Puncu,,,,,1.0
1980-01-01,Puerto Villarroel,31.0,17.8,99.0,84.0,
