fecha,estacion,temperatura_maxima,temperatura_minima,humedad_relativa_maxima,humedad_relativa_minima,precipitacion
1977-01-01,Magdalena Aeropuerto,29.9,22.8,,,1.0
1977-01-01,Trinidad Aeropuerto,30.0,22.0,91.0,91.0,10.0
1977-01-01,Rurrenabaque Aeropuerto,30.5,20.5,,,28.2
1977-01-01,San Borja Aeropuerto,31.0,25.6,,,
1977-01-01,Calderillas,,,,,29.9
1977-01-01,Ñucchu,,,,,3.0
1977-01-01,Padilla,25.0,15.5,71.0,48.0,
1977-01-01,Pirhuani,,,,,3.5
1977-01-01,Pojpo_H,,,,,6.7
1977-01-01,Poroma (CHQ),,,,,13.1
1977-01-01,Potolo,,,,,24.6
1977-01-01,Redencion Pampa,24.0,13.0,82.0,52.0,
1977-01-01,San Lucas,,,,,4.0
1977-01-01,San Roque CHQ,27.0,12.2,68.0,16.0,
1977-01-01,Santa Elena,,,,,5.7
1977-01-01,Talula_Tako Tako,24.8,16.3,,,4.8
1977-01-01,Taperillas,,,,,7.0
1977-01-01,Tarabuco,19.0,9.0,90.0,41.0,
1977-01-01,Tarvita,27.8,14.4,,,36.0
1977-01-01,Urriolagoytia,,,,,2.8
1977-01-01,Villa Serrano,25.5,12.8,,,4.5
1977-01-01,Yotala,25.6,15.6,,,
1977-01-01,Zudañez,21.5,1.5,81.0,46.0,3.5
1977-01-01,Caracollo Cadea,20.0,7.5,,,22.5
1977-01-01,Apolo SENAMHI,,17.4,,,6.0
1977-01-01,Achiri,,,,,0.5
1977-01-01,Copacabana,12.0,6.0,85.0,67.0,
1977-01-01,Calacoto,19.6,6.2,85.0,69.0,16.6
1977-01-01,Coripata,29.0,14.0,91.0,62.0,
1977-01-01,Collana,17.5,4.0,,,
1977-01-01,Caquiaviri,,,,,23.0
1977-01-01,Chulumani,25.0,17.0,,,14.0
1977-01-01,Huarina Cota Cota,15.6,-4.9,86.0,66.0,
1977-01-01,Irupana,26.1,14.1,,,
1977-01-01,Isla Del Sol,,,,,7.0
1977-01-01,Luribay,27.5,12.1,83.0,38.0,
1977-01-01,Ovejuyo,,,,,14.1
1977-01-01,Santiago de Machaca,,,,,13.3
1977-01-01,Sapecho,29.0,22.5,96.0,85.0,16.8
